,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,num_of_prev_attempts,studied_credits,disability,sum_clicks,mean_clicks,final_result
33,AAA,2013J,113295,M,Yorkshire Region,Lower Than A Level,60-70%,0,60,N,3553.0,3.5494505494505493,Pass
34,AAA,2013J,114017,F,North Region,Post Graduate Qualification,,0,60,N,757.0,3.277056277056277,Pass
35,AAA,2013J,114999,M,Yorkshire Region,HE Qualification,60-70%,0,60,N,1358.0,2.6627450980392156,Pass
36,AAA,2013J,116541,M,Wales,HE Qualification,0-10%,0,60,N,1886.0,3.669260700389105,Pass
37,AAA,2013J,116692,M,East Anglian Region,A Level or Equivalent,70-80%,0,60,N,1108.0,3.562700964630225,Pass
38,AAA,2013J,118983,M,East Midlands Region,HE Qualification,30-40%,0,120,N,284.0,2.5585585585585586,Pass
39,AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,0,60,N,2041.0,3.401666666666667,Pass
40,AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0,180,N,1321.0,3.0022727272727274,Pass
41,AAA,2013J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0,60,N,1011.0,3.3366336633663365,Withdrawn
42,AAA,2013J,132976,F,East Anglian Region,Lower Than A Level,80-90%,0,120,N,520.0,3.4210526315789473,Pass
43,AAA,2013J,134143,F,South East Region,A Level or Equivalent,90-100%,0,60,N,2732.0,4.801405975395431,Distinction
44,AAA,2013J,135335,F,East Anglian Region,Lower Than A Level,20-30%,0,180,N,57.0,2.28,Withdrawn
45,AAA,2013J,135400,F,South East Region,Lower Than A Level,90-100%,0,60,Y,287.0,2.63302752293578,Withdrawn
46,AAA,2013J,137873,M,South West Region,A Level or Equivalent,40-50%,0,60,N,5528.0,3.923349893541519,Pass
47,AAA,2013J,141355,F,East Midlands Region,A Level or Equivalent,30-40%,0,240,N,1823.0,3.1162393162393163,Pass
48,AAA,2013J,141377,M,South West Region,A Level or Equivalent,90-100%,0,345,N,143.0,3.25,Withdrawn
49,AAA,2013J,142326,F,North Region,A Level or Equivalent,50-60%,0,60,N,2121.0,3.3613312202852614,Pass
50,AAA,2013J,144801,F,South Region,HE Qualification,80-90%,0,60,N,5645.0,3.484567901234568,Pass
51,AAA,2013J,145130,M,South West Region,HE Qualification,60-70%,0,120,N,452.0,3.033557046979866,Pass
52,AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0,60,Y,597.0,3.109375,Fail
53,AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0,120,N,611.0,2.6798245614035086,Fail
54,AAA,2013J,147793,F,North Region,Lower Than A Level,80-90%,0,90,N,155.0,3.7804878048780486,Withdrawn
55,AAA,2013J,148993,F,North Western Region,A Level or Equivalent,30-40%,0,60,Y,1864.0,3.3646209386281587,Withdrawn
56,AAA,2013J,151358,F,London Region,A Level or Equivalent,80-90%,0,150,N,270.0,3.033707865168539,Pass
57,AAA,2013J,155550,M,London Region,A Level or Equivalent,0-10%,0,420,N,1529.0,3.649164677804296,Pass
58,AAA,2013J,155854,F,East Midlands Region,A Level or Equivalent,20-30%,0,60,N,4003.0,4.156801661474558,Pass
59,AAA,2013J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0,60,N,908.0,3.706122448979592,Withdrawn
60,AAA,2013J,157568,F,South West Region,A Level or Equivalent,90-100%,0,60,N,1405.0,3.639896373056995,Pass
61,AAA,2013J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,0,60,N,1185.0,3.703125,Withdrawn
62,AAA,2013J,164259,M,Scotland,A Level or Equivalent,70-80%,0,60,N,466.0,1.9497907949790796,Pass
63,AAA,2013J,167906,F,Yorkshire Region,A Level or Equivalent,40-50%,0,60,N,1510.0,2.9320388349514563,Pass
64,AAA,2013J,168936,F,West Midlands Region,Lower Than A Level,10-20,0,60,N,745.0,2.466887417218543,Pass
65,AAA,2013J,172112,M,Ireland,HE Qualification,,0,60,N,1939.0,2.781922525107604,Pass
66,AAA,2013J,172797,F,Ireland,A Level or Equivalent,,0,60,N,1782.0,4.293975903614458,Pass
67,AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,0,60,N,6318.0,3.8454047474132684,Pass
68,AAA,2013J,175392,M,North Region,HE Qualification,,0,60,N,4447.0,3.3920671243325704,Pass
69,AAA,2013J,175932,M,North Western Region,HE Qualification,70-80%,0,60,N,2016.0,4.613272311212815,Pass
70,AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0,180,N,138.0,2.76,Fail
71,AAA,2013J,180753,M,South West Region,A Level or Equivalent,30-40%,0,120,N,2012.0,2.344988344988345,Pass
72,AAA,2013J,181316,F,South West Region,A Level or Equivalent,80-90%,0,120,N,487.0,3.3586206896551722,Withdrawn
73,AAA,2013J,183096,F,South West Region,A Level or Equivalent,60-70%,0,60,N,1975.0,3.610603290676417,Pass
74,AAA,2013J,183947,M,London Region,A Level or Equivalent,10-20,0,180,N,964.0,2.619565217391304,Pass
75,AAA,2013J,184271,M,South West Region,HE Qualification,80-90%,0,170,N,1312.0,2.750524109014675,Pass
76,AAA,2013J,185439,M,London Region,HE Qualification,10-20,0,120,N,427.0,4.313131313131313,Fail
77,AAA,2013J,186149,M,Scotland,HE Qualification,30-40%,0,60,N,2136.0,3.651282051282051,Pass
78,AAA,2013J,187100,M,South East Region,A Level or Equivalent,50-60%,0,60,N,8562.0,4.454734651404786,Distinction
79,AAA,2013J,188278,M,Yorkshire Region,A Level or Equivalent,70-80%,0,120,N,1434.0,3.648854961832061,Withdrawn
80,AAA,2013J,189879,M,Scotland,A Level or Equivalent,90-100%,0,120,N,1541.0,3.486425339366516,Pass
81,AAA,2013J,192183,F,South West Region,Lower Than A Level,90-100%,0,60,N,3219.0,4.003731343283582,Pass
82,AAA,2013J,195262,M,London Region,A Level or Equivalent,90-100%,0,60,N,1905.0,5.411931818181818,Withdrawn
83,AAA,2013J,200860,M,London Region,Lower Than A Level,50-60%,0,60,N,534.0,1.9071428571428573,Pass
84,AAA,2013J,202635,F,Wales,A Level or Equivalent,30-40%,0,60,N,1418.0,4.774410774410774,Withdrawn
85,AAA,2013J,205350,M,South West Region,HE Qualification,80-90%,0,60,N,1665.0,2.9573712255772646,Pass
86,AAA,2013J,205719,M,East Anglian Region,A Level or Equivalent,40-50%,0,90,Y,333.0,2.8461538461538463,Fail
87,AAA,2013J,227499,F,London Region,A Level or Equivalent,10-20,0,60,N,2953.0,3.6592317224287485,Distinction
88,AAA,2013J,227517,M,Ireland,HE Qualification,,0,180,N,1205.0,3.1136950904392764,Fail
89,AAA,2013J,228082,M,London Region,HE Qualification,60-70%,0,60,N,227.0,1.6691176470588236,Pass
90,AAA,2013J,228222,M,East Midlands Region,Lower Than A Level,50-60%,0,60,N,445.0,2.680722891566265,Pass
91,AAA,2013J,229179,M,West Midlands Region,A Level or Equivalent,20-30%,0,60,N,614.0,3.766871165644172,Pass
92,AAA,2013J,229361,M,East Midlands Region,A Level or Equivalent,50-60%,0,60,N,1215.0,3.481375358166189,Pass
93,AAA,2013J,231554,M,London Region,A Level or Equivalent,40-50%,0,240,N,1839.0,4.227586206896552,Pass
94,AAA,2013J,235507,M,Yorkshire Region,A Level or Equivalent,90-100%,0,240,N,190.0,2.676056338028169,Withdrawn
95,AAA,2013J,236284,M,Scotland,Post Graduate Qualification,90-100%,0,60,N,732.0,3.4857142857142858,Pass
96,AAA,2013J,238007,M,South Region,HE Qualification,90-100%,0,60,N,1935.0,2.6043068640646028,Pass
97,AAA,2013J,240712,M,London Region,HE Qualification,80-90%,0,80,N,321.0,3.0,Pass
98,AAA,2013J,240884,M,South Region,A Level or Equivalent,90-100%,0,120,N,427.0,2.235602094240838,Pass
99,AAA,2013J,241649,M,East Anglian Region,HE Qualification,90-100%,0,60,N,1892.0,3.3019197207678883,Pass
100,AAA,2013J,241729,F,East Midlands Region,HE Qualification,60-70%,0,60,N,1829.0,2.917065390749601,Fail
101,AAA,2013J,242793,M,London Region,HE Qualification,20-30%,0,60,N,658.0,2.5019011406844105,Pass
102,AAA,2013J,246834,M,South West Region,A Level or Equivalent,90-100%,0,60,N,1174.0,3.3447293447293447,Pass
103,AAA,2013J,248270,M,North Western Region,Lower Than A Level,20-30%,0,90,N,1969.0,2.6183510638297873,Pass
104,AAA,2013J,255548,M,Wales,Lower Than A Level,20-30%,0,60,N,2580.0,3.165644171779141,Pass
105,AAA,2013J,256815,M,North Western Region,HE Qualification,10-20,0,120,N,1481.0,2.859073359073359,Pass
106,AAA,2013J,258392,F,West Midlands Region,Lower Than A Level,30-40%,0,60,N,844.0,2.822742474916388,Pass
107,AAA,2013J,258894,F,East Anglian Region,Lower Than A Level,70-80%,0,60,N,4963.0,3.6226277372262774,Pass
108,AAA,2013J,260355,F,London Region,A Level or Equivalent,80-90%,0,60,N,426.0,3.1791044776119404,Withdrawn
109,AAA,2013J,262011,M,East Midlands Region,A Level or Equivalent,20-30%,0,60,N,1066.0,3.0898550724637683,Pass
110,AAA,2013J,262934,F,North Western Region,A Level or Equivalent,30-40%,0,60,N,2407.0,3.3570432357043236,Pass
111,AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,10-20,0,90,N,3210.0,4.483240223463687,Fail
112,AAA,2013J,268733,M,East Anglian Region,A Level or Equivalent,30-40%,0,180,N,188.0,3.418181818181818,Withdrawn
113,AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,0,60,N,3348.0,5.23943661971831,Pass
114,AAA,2013J,277880,F,South East Region,A Level or Equivalent,60-70%,0,60,N,2016.0,4.2893617021276595,Withdrawn
115,AAA,2013J,279572,M,London Region,Lower Than A Level,40-50%,0,60,N,1183.0,3.983164983164983,Distinction
116,AAA,2013J,281022,F,Scotland,A Level or Equivalent,30-40%,0,150,N,492.0,2.6885245901639343,Pass
117,AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,0,60,N,130.0,1.6883116883116882,Fail
118,AAA,2013J,281589,M,North Western Region,HE Qualification,30-40%,0,60,N,59.0,2.107142857142857,Fail
119,AAA,2013J,282821,M,South West Region,A Level or Equivalent,30-40%,0,60,N,1961.0,4.102510460251046,Pass
120,AAA,2013J,286488,M,South East Region,A Level or Equivalent,90-100%,0,60,N,1046.0,3.683098591549296,Pass
121,AAA,2013J,287548,M,East Anglian Region,A Level or Equivalent,90-100%,0,120,N,483.0,3.3541666666666665,Pass
122,AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0,60,N,1740.0,3.5080645161290325,Pass
123,AAA,2013J,290757,M,North Western Region,A Level or Equivalent,30-40%,0,60,N,652.0,4.261437908496732,Pass
124,AAA,2013J,291334,M,South East Region,A Level or Equivalent,90-100%,0,60,N,5231.0,2.78392762107504,Distinction
125,AAA,2013J,292923,F,South East Region,A Level or Equivalent,90-100%,0,180,N,,,Withdrawn
126,AAA,2013J,293699,M,East Midlands Region,A Level or Equivalent,70-80%,0,120,N,187.0,1.6403508771929824,Pass
127,AAA,2013J,294570,M,South East Region,HE Qualification,90-100%,0,60,N,1775.0,4.052511415525114,Pass
128,AAA,2013J,294594,M,South East Region,A Level or Equivalent,90-100%,0,60,N,865.0,3.37890625,Pass
129,AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,0,240,N,709.0,2.3633333333333333,Fail
130,AAA,2013J,296332,M,South Region,Post Graduate Qualification,90-100%,0,60,N,2152.0,4.211350293542075,Distinction
131,AAA,2013J,298696,F,South East Region,HE Qualification,80-90%,0,60,N,514.0,2.557213930348259,Pass
132,AAA,2013J,300398,M,West Midlands Region,A Level or Equivalent,30-40%,0,60,N,1997.0,3.443103448275862,Pass
133,AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0,60,N,513.0,3.109090909090909,Fail
134,AAA,2013J,305152,M,North Western Region,A Level or Equivalent,70-80%,0,60,N,146.0,3.3181818181818183,Fail
135,AAA,2013J,305386,M,West Midlands Region,A Level or Equivalent,70-80%,0,120,Y,1277.0,3.470108695652174,Pass
136,AAA,2013J,305539,F,Wales,Lower Than A Level,80-90%,0,120,N,68.0,2.6153846153846154,Withdrawn
137,AAA,2013J,306107,M,West Midlands Region,A Level or Equivalent,50-60%,0,120,N,987.0,3.0652173913043477,Pass
138,AAA,2013J,306466,M,East Anglian Region,A Level or Equivalent,90-100%,0,60,N,1220.0,3.2275132275132274,Pass
139,AAA,2013J,306897,F,London Region,A Level or Equivalent,10-20,0,60,N,2742.0,2.4658273381294964,Pass
140,AAA,2013J,307061,F,East Midlands Region,HE Qualification,10-20,0,60,N,1081.0,2.6957605985037407,Pass
141,AAA,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0,60,N,1476.0,3.9151193633952253,Pass
142,AAA,2013J,311917,M,South West Region,A Level or Equivalent,60-70%,0,120,N,2230.0,3.204022988505747,Pass
143,AAA,2013J,312537,M,South Region,Post Graduate Qualification,90-100%,0,60,N,12882.0,7.02016348773842,Distinction
144,AAA,2013J,312782,M,South Region,A Level or Equivalent,90-100%,0,60,N,281.0,2.650943396226415,Pass
145,AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0,120,N,1281.0,2.784782608695652,Pass
146,AAA,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0,60,N,6589.0,3.4086911536471804,Pass
147,AAA,2013J,321942,M,South Region,HE Qualification,90-100%,0,60,N,10083.0,4.727144866385372,Pass
148,AAA,2013J,324002,M,East Anglian Region,HE Qualification,40-50%,0,60,N,1901.0,3.1163934426229507,Pass
149,AAA,2013J,324084,F,South West Region,A Level or Equivalent,10-20,0,60,N,1961.0,3.9696356275303644,Pass
150,AAA,2013J,324282,M,South East Region,A Level or Equivalent,90-100%,0,120,N,133.0,1.7972972972972974,Pass
151,AAA,2013J,331358,F,South Region,HE Qualification,90-100%,0,60,N,2376.0,4.50853889943074,Withdrawn
152,AAA,2013J,332789,F,East Anglian Region,A Level or Equivalent,60-70%,0,60,N,1655.0,3.6941964285714284,Pass
153,AAA,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0,120,N,301.0,2.213235294117647,Pass
154,AAA,2013J,333323,M,Scotland,HE Qualification,80-90%,0,60,N,648.0,3.640449438202247,Pass
155,AAA,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0,150,N,332.0,2.721311475409836,Fail
156,AAA,2013J,334333,F,South West Region,A Level or Equivalent,0-10%,0,240,Y,303.0,3.03,Withdrawn
157,AAA,2013J,335764,F,South East Region,A Level or Equivalent,20-30%,0,60,N,2286.0,3.1272229822161424,Withdrawn
158,AAA,2013J,336207,M,East Anglian Region,A Level or Equivalent,90-100%,0,120,N,1316.0,3.323232323232323,Pass
159,AAA,2013J,339972,M,North Region,A Level or Equivalent,80-90%,0,60,N,333.0,2.664,Pass
160,AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0,180,N,201.0,1.7787610619469028,Fail
161,AAA,2013J,342007,F,West Midlands Region,HE Qualification,70-80%,0,60,N,880.0,3.8596491228070176,Withdrawn
162,AAA,2013J,342514,M,Scotland,Lower Than A Level,50-60%,0,60,N,1950.0,4.3624161073825505,Pass
163,AAA,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0,60,N,838.0,2.5944272445820435,Pass
164,AAA,2013J,343446,M,Ireland,HE Qualification,70-80%,0,120,N,3644.0,2.9942481511914543,Pass
165,AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0,60,N,65.0,1.2264150943396226,Fail
166,AAA,2013J,345068,M,East Anglian Region,A Level or Equivalent,60-70%,0,180,Y,547.0,2.568075117370892,Pass
167,AAA,2013J,345357,M,Yorkshire Region,A Level or Equivalent,30-40%,0,60,N,2219.0,3.010854816824966,Distinction
168,AAA,2013J,346025,M,East Anglian Region,A Level or Equivalent,50-60%,0,120,N,569.0,2.0919117647058822,Pass
169,AAA,2013J,346843,F,Scotland,HE Qualification,50-60%,0,120,N,164.0,4.1,Fail
170,AAA,2013J,350188,M,North Western Region,HE Qualification,80-90%,0,60,N,761.0,2.4082278481012658,Pass
171,AAA,2013J,354858,M,South Region,HE Qualification,90-100%,0,120,N,198.0,4.304347826086956,Withdrawn
172,AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0,60,N,166.0,1.8863636363636365,Fail
173,AAA,2013J,364177,M,East Anglian Region,Lower Than A Level,70-80%,0,60,N,821.0,3.3925619834710745,Fail
174,AAA,2013J,365244,F,London Region,A Level or Equivalent,0-10%,0,120,N,891.0,2.2109181141439205,Pass
175,AAA,2013J,365642,M,East Anglian Region,Lower Than A Level,10-20,0,60,N,2129.0,2.8198675496688743,Pass
176,AAA,2013J,366483,M,South West Region,HE Qualification,40-50%,0,60,N,1465.0,3.002049180327869,Pass
177,AAA,2013J,368194,F,South West Region,A Level or Equivalent,50-60%,0,120,Y,437.0,2.5857988165680474,Pass
178,AAA,2013J,368824,M,Wales,HE Qualification,50-60%,0,120,N,292.0,2.3548387096774195,Fail
179,AAA,2013J,368963,M,Yorkshire Region,Lower Than A Level,0-10%,0,180,N,677.0,3.008888888888889,Pass
180,AAA,2013J,376439,M,North Region,HE Qualification,,0,60,N,2342.0,3.0775295663600524,Distinction
181,AAA,2013J,376581,F,South Region,A Level or Equivalent,80-90%,0,60,N,2333.0,3.7208931419457736,Pass
182,AAA,2013J,380953,M,East Midlands Region,A Level or Equivalent,80-90%,0,60,N,1062.0,2.839572192513369,Pass
183,AAA,2013J,383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0,120,N,543.0,1.9963235294117647,Pass
184,AAA,2013J,386924,M,Ireland,Lower Than A Level,,0,120,N,164.0,1.7083333333333333,Pass
185,AAA,2013J,386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0,120,N,910.0,2.549019607843137,Pass
186,AAA,2013J,388722,F,London Region,Lower Than A Level,80-90%,0,60,N,671.0,3.0225225225225225,Pass
187,AAA,2013J,388885,M,South West Region,A Level or Equivalent,90-100%,0,60,N,875.0,3.5714285714285716,Pass
188,AAA,2013J,390890,M,Scotland,A Level or Equivalent,0-10%,0,90,N,639.0,2.944700460829493,Withdrawn
189,AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0,120,N,363.0,2.1736526946107784,Fail
190,AAA,2013J,392931,F,North Western Region,A Level or Equivalent,50-60%,0,120,N,3003.0,3.1346555323590812,Pass
191,AAA,2013J,393207,M,North Western Region,A Level or Equivalent,60-70%,0,60,N,876.0,3.6962025316455698,Pass
192,AAA,2013J,396872,M,Yorkshire Region,HE Qualification,50-60%,0,180,N,996.0,3.244299674267101,Pass
193,AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0,240,N,1183.0,3.6625386996904026,Fail
194,AAA,2013J,401869,F,South East Region,Lower Than A Level,80-90%,0,60,N,955.0,2.7130681818181817,Pass
195,AAA,2013J,402470,M,South West Region,Lower Than A Level,50-60%,0,60,N,1445.0,4.176300578034682,Pass
196,AAA,2013J,404804,M,Wales,Lower Than A Level,20-30%,0,120,N,509.0,3.348684210526316,Pass
197,AAA,2013J,405088,M,North Region,A Level or Equivalent,20-30%,0,120,N,1388.0,3.393643031784841,Pass
198,AAA,2013J,405961,M,Scotland,A Level or Equivalent,90-100%,0,240,Y,,,Withdrawn
199,AAA,2013J,414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0,120,N,807.0,2.5062111801242235,Pass
200,AAA,2013J,415969,M,West Midlands Region,HE Qualification,0-10%,0,90,N,1359.0,4.575757575757576,Withdrawn
201,AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0,60,Y,342.0,2.4963503649635035,Fail
202,AAA,2013J,429958,F,North Western Region,A Level or Equivalent,70-80%,0,60,N,411.0,3.288,Pass
203,AAA,2013J,441018,F,South East Region,A Level or Equivalent,70-80%,0,150,N,646.0,2.636734693877551,Pass
204,AAA,2013J,441888,M,London Region,A Level or Equivalent,20-30%,0,120,N,739.0,2.7169117647058822,Pass
205,AAA,2013J,442442,M,South West Region,HE Qualification,80-90%,0,120,N,1009.0,3.4203389830508475,Withdrawn
206,AAA,2013J,444677,M,London Region,HE Qualification,30-40%,0,60,N,1241.0,2.447731755424063,Distinction
207,AAA,2013J,470588,M,South East Region,HE Qualification,90-100%,0,60,N,400.0,4.938271604938271,Withdrawn
208,AAA,2013J,489455,F,South West Region,A Level or Equivalent,20-30%,0,60,N,2832.0,3.504950495049505,Pass
209,AAA,2013J,494424,F,North Region,A Level or Equivalent,80-90%,0,60,N,58.0,2.761904761904762,Fail
210,AAA,2013J,495284,M,South East Region,HE Qualification,80-90%,0,120,N,901.0,3.9004329004329006,Pass
211,AAA,2013J,498857,M,North Western Region,HE Qualification,80-90%,0,60,N,998.0,2.91812865497076,Pass
212,AAA,2013J,508818,M,London Region,A Level or Equivalent,40-50%,0,120,N,1129.0,4.12043795620438,Pass
213,AAA,2013J,512460,M,South East Region,HE Qualification,90-100%,0,120,N,521.0,2.217021276595745,Pass
214,AAA,2013J,544103,M,North Western Region,HE Qualification,40-50%,0,120,N,2328.0,3.2605042016806722,Pass
215,AAA,2013J,550383,M,South East Region,HE Qualification,60-70%,0,60,N,910.0,3.8559322033898304,Pass
216,AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0,120,N,224.0,2.5454545454545454,Fail
217,AAA,2013J,568601,F,Scotland,HE Qualification,30-40%,0,60,N,488.0,5.809523809523809,Withdrawn
218,AAA,2013J,572652,M,West Midlands Region,HE Qualification,70-80%,0,120,N,780.0,3.9,Pass
219,AAA,2013J,580389,M,Ireland,HE Qualification,90-100%,0,120,N,1271.0,4.022151898734177,Pass
220,AAA,2013J,581129,M,East Anglian Region,A Level or Equivalent,30-40%,0,120,N,194.0,2.5526315789473686,Fail
221,AAA,2013J,588775,M,South West Region,A Level or Equivalent,90-100%,0,120,N,7067.0,4.077899596076168,Pass
222,AAA,2013J,591774,M,South Region,Post Graduate Qualification,90-100%,0,60,N,605.0,2.8947368421052633,Pass
223,AAA,2013J,603861,M,North Region,HE Qualification,,0,60,N,955.0,3.962655601659751,Withdrawn
224,AAA,2013J,606143,M,Scotland,Post Graduate Qualification,90-100%,0,60,N,406.0,3.147286821705426,Fail
225,AAA,2013J,704156,M,South Region,HE Qualification,90-100%,0,120,N,3064.0,4.129380053908355,Pass
226,AAA,2013J,705379,M,West Midlands Region,A Level or Equivalent,60-70%,0,120,N,5680.0,3.941707147814018,Distinction
227,AAA,2013J,721259,F,South Region,Lower Than A Level,50-60%,0,120,N,1228.0,4.3546099290780145,Withdrawn
228,AAA,2013J,749412,M,South Region,Lower Than A Level,70-80%,0,60,N,4007.0,3.404418011894647,Pass
229,AAA,2013J,760729,M,West Midlands Region,A Level or Equivalent,60-70%,0,60,N,7288.0,3.984691088026244,Distinction
230,AAA,2013J,905042,F,East Anglian Region,A Level or Equivalent,90-100%,0,60,N,3004.0,3.4331428571428573,Pass
231,AAA,2013J,949618,F,South West Region,A Level or Equivalent,50-60%,0,60,N,1357.0,2.4275491949910553,Pass
232,AAA,2013J,958987,M,North Western Region,HE Qualification,40-50%,0,60,N,1216.0,3.1099744245524295,Pass
233,AAA,2013J,968578,F,East Anglian Region,A Level or Equivalent,40-50%,0,60,N,870.0,3.246268656716418,Pass
234,AAA,2013J,969076,M,South West Region,A Level or Equivalent,80-90%,0,180,N,1980.0,2.6541554959785523,Withdrawn
235,AAA,2013J,971027,F,West Midlands Region,HE Qualification,90-100%,0,60,N,3098.0,4.076315789473684,Pass
236,AAA,2013J,978739,M,South Region,HE Qualification,90-100%,0,60,N,5988.0,5.238845144356955,Pass
237,AAA,2013J,1035023,F,London Region,Lower Than A Level,30-40%,0,60,N,1896.0,3.3146853146853146,Pass
238,AAA,2013J,1105478,M,Scotland,HE Qualification,80-90%,0,60,N,1695.0,3.310546875,Pass
